Smiles,Liver
S1c2c(N(CCCN3CCN(CC3)C)c3c1cccc3)cc(SCC)cc2,Hepatotoxicity
S=C1NC(=O)C([C@@H](CCC)C)(CC)C(=O)N1,Hepatotoxicity
Sc1ccccc1,Hepatotoxicity
S1c2c(N(CC[C@H]3N(CCCC3)C)c3c1cccc3)cc(SC)cc2,Hepatotoxicity
S=P(N1CC1)(N1CC1)N1CC1,NonHepatotoxicity
S(=O)(=O)(N(C)C)c1cc2/C(=C\CCN3CCN(CC3)C)/c3c(Sc2cc1)cccc3,Hepatotoxicity
Ic1cc(C[C@H](N)C(=O)O)cc(I)c1Oc1cc(I)c(O)c(I)c1,NonHepatotoxicity
O=C(N1[C@@H](CCC1)C(=O)N)[C@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1,NonHepatotoxicity
s1c(/C(=C\CCN2C[C@@H](CCC2)C(=O)O)/c2sccc2C)c(cc1)C,NonHepatotoxicity
s1c([C@@H](C)C(=O)O)ccc1C(=O)c1ccccc1,Hepatotoxicity
O[C@@]1([C@@]2([C@H]([C@H]3[C@H](CC2)C2=C(C[C@H]3C)CC(=O)CC2)CC1)C)C#C,NonHepatotoxicity
S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@@H](c1ccsc1)C(=O)O,NonHepatotoxicity
O[C@@]12[C@@H](C[C@H]3C(=C(O)c4c(C3)c(N(C)C)cc(NC(=O)CNC(C)(C)C)c4O)C1=O)[C@H](N(C)C)C(=O)/C(=C(/O)\N)/C2=O,Hepatotoxicity
Clc1ccc(SC(P(=O)(O)O)P(=O)(O)O)cc1,NonHepatotoxicity
s1nc(N2CCOCC2)c(OC[C@@H](O)CNC(C)(C)C)n1,NonHepatotoxicity
Clc1c([C@@H](OCc2ccsc2Cl)Cn2ccnc2)ccc(Cl)c1,NonHepatotoxicity
S[C@@H](C(=O)NCC(=O)O)C,Hepatotoxicity
s1c([C@@](O)(C(=O)O[C@H]2C[C@@H]3[N+]([C@@H]([C@@H]4O[C@H]34)C2)(C)C)c2sccc2)ccc1,NonHepatotoxicity
O=C([C@@H]1[C@@]2([C@H]([C@H]3C(=CC2)[C@@]2(C(=CC(=O)C=C2)CC3)C)C[C@H]1C)C)CN1CCN(CC1)c1nc(N2CCCC2)nc(N2CCCC2)c1,Hepatotoxicity
S(=O)(=O)(N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O)CCCC,NonHepatotoxicity
O([C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@@H]([C@@H](O)C[C@H]2N)CN)[C@@H](N)C[C@H]1N)[C@H]1O[C@@H]([C@@H](O)[C@H](N)[C@H]1O)CO,Hepatotoxicity
S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(cc1)C,Hepatotoxicity
O=C(c1n(c(cc1)CC(=O)O)C)c1ccc(cc1)C,Hepatotoxicity
Oc1c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)cc(cc1)C,Hepatotoxicity
S(=O)(=O)(OC[C@]12OC[C@H]3OC(O[C@H]3[C@@H]2OC(O1)(C)C)(C)C)N,Hepatotoxicity
O1Cc2c([C@@](O)(CC)C1=O)cc1n(Cc3c1nc1c(c3)c(CN(C)C)c(O)cc1)c2=O,Hepatotoxicity
S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(ccc2)C)ccnc1,NonHepatotoxicity
O[C@]1([C@H](CCCC1)CN(C)C)c1cc(OC)ccc1,Hepatotoxicity
O=C(N1[C@@H]2[C@@H](C[C@H]1C(=O)O)CCCC2)[C@@H](N[C@@H](CCc1ccccc1)C(=O)OCC)C,NonHepatotoxicity
O(c1cc(ccc1OC)/C=C/C(=O)Nc1c(cccc1)C(=O)O)C,Hepatotoxicity
N[C@H]1[C@@H](C1)c1ccccc1,Hepatotoxicity
FC(F)(F)c1cc(OC[C@H](O)/C=C/[C@@H]2[C@H]([C@@H](O)C[C@H]2O)C/C=C\CCCC(=O)OC(C)C)ccc1,NonHepatotoxicity
O[C@@H]1[C@H]([C@H]2[C@@H](C1)Cc1c(C2)cccc1OCC(=O)O)CC[C@H](O)CCCCC,NonHepatotoxicity
OC(=O)/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C,Hepatotoxicity
Clc1cc2c(n3c(nnc3C)CN=C2c2c(Cl)cccc2)cc1,Hepatotoxicity
ClC(Cl)[C@H]1NS(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,NonHepatotoxicity
O[C@@](C1CCCCC1)(CC[N+](CC)(CC)CC)c1ccccc1,NonHepatotoxicity
N(CCNCCN)CCN,NonHepatotoxicity
S1c2c(N(CCCN(C)C)c3c1cccc3)cc(cc2)C(F)(F)F,Hepatotoxicity
FC(F)(F)c1cn([C@@H]2O[C@@H]([C@@H](O)C2)CO)c(=O)[nH]c1=O,NonHepatotoxicity
O[C@@](C1CCCCC1)(CCN1CCCCC1)c1ccccc1,NonHepatotoxicity
O1[C@@]23[C@@]([C@@H]4[C@H]([C@H]5[C@](CC4)([C@@H](O)CC5)C)CC3)(CC(=C(O)[C@@H]12)C#N)C,NonHepatotoxicity
S1c2c(N(C[C@@H](CN(C)C)C)c3c1cccc3)cccc2,Hepatotoxicity
O1C(C(=O)N(C1=O)C)(C)C,Hepatotoxicity
[S@@+]12[C@@H]([C@@H]3N(C(=O)N([C@@H]3C1)Cc1ccccc1)Cc1ccccc1)CCC2,NonHepatotoxicity
O(CCN(C)C)c1ccc(CNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,Hepatotoxicity
O(c1cc(NCc2c(c3c(nc(nc3N)N)cc2)C)cc(OC)c1OC)C,Hepatotoxicity
N1(C[C@@H](CN(C)C)C)c2c(CCc3c1cccc3)cccc2,Hepatotoxicity
o1c2c(cc3c(oc(=O)cc3C)c2C)cc1C,NonHepatotoxicity
N(CCN(C)C)(Cc1ccccc1)c1ncccc1,NonHepatotoxicity
N1(CCCC1)C/C=C(\c1ccc(cc1)C)/c1ncccc1,NonHepatotoxicity
O=C(N1[C@@H](CCC1)C(=O)NCC(=O)N)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2)CC(C)C)CCCN=C(N)N,NonHepatotoxicity
S1[C@@H](Cc2ccc(OC[C@]3(Oc4c(CC3)c(c(O)c(c4C)C)C)C)cc2)C(=O)NC1=O,Hepatotoxicity
O1[C@]2(C[C@@H]([C@H](O[C@@H]3O[C@@H](C[C@H](N(C)C)[C@H]3OC(=O)C)C)[C@H]([C@H](O[C@@H]3O[C@H]([C@H](OC(=O)C)[C@@H](OC)C3)C)[C@H](C(=O)O[C@@H]([C@@H]([C@@H](OC(=O)C)[C@H](C2=O)C)C)C)C)C)C)C1,Hepatotoxicity
OCC(N)(CO)CO,Hepatotoxicity
O=C(N(Cc1ccncc1)CC)[C@@H](c1ccccc1)CO,NonHepatotoxicity
O([C@H]1C[C@@H]2N([C@@H](CC2)C1)C)C(=O)c1c2c([nH]c1)cccc2,Hepatotoxicity
O([C@H]1C[C@@H]2[N+]3([C@@H](CC2)C1)CCCC3)C(=O)[C@](O)(c1ccccc1)c1ccccc1,NonHepatotoxicity
Fc1c(N2C[C@H]3[C@H]([C@H]3N)C2)nc2n(cc(c(=O)c2c1)C(=O)O)c1c(F)cc(F)cc1,Hepatotoxicity
S(=O)(=O)(O)C1=Cc2c(c(N)cc(S(=O)(=O)O)c2)C(=O)/C/1=N/Nc1c(cc(c2cc(c(N/N=C/3\C(=Cc4c(c(N)cc(S(=O)(=O)O)c4)C3=O)S(=O)(=O)O)cc2)C)cc1)C,NonHepatotoxicity
O1c2c3[C@H]([N+](CCc3cc(OC)c2O)(C)C)Cc2cc(Oc3cc4[C@@H](N(CCc4cc3OC)C)Cc3ccc1cc3)c(O)cc2,NonHepatotoxicity
Ic1c(C[C@@H](CC)C(=O)O)c(I)cc(I)c1NC(=O)CCC,NonHepatotoxicity
O[C@H]1[C@@H]([C@H]([C@@H](O)C1)C/C=C/CCCC(=O)O)CCC(=O)CCCCCCC,NonHepatotoxicity
S1SC[C@H](N)C(=O)N[C@@H](C(=O)N[C@@H]([C@@H](CC)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2[C@@H](CCC2)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)C1)CC(=O)N)[C@H](O)C)Cc1ccc(O)cc1,NonHepatotoxicity
O[C@@H]1[C@H]2[C@H]3[C@@]([C@H](CC3)[C@@H](CCC(=O)O)C)(CC[C@@H]2[C@@]2([C@H](C1)C[C@H](O)CC2)C)C,NonHepatotoxicity
O1C2=CC(=O)[C@H](C(=O)[C@]2(c2c1c(c(O)c(c2O)C)C(=O)C)C)C(=O)C,Hepatotoxicity
O(C(=O)[C@@H](N)C(C)C)CCOCn1c2[nH]c(nc(=O)c2nc1)N,Hepatotoxicity
O([C@@H](COC(=O)[C@@H](N)C(C)C)CO)Cn1c2[nH]c(nc(=O)c2nc1)N,NonHepatotoxicity
FC(F)(F)C(=O)N[C@H]1C[C@@H](O[C@H]2C[C@@](O)(Cc3c2c(O)c2c(c3O)C(=O)c3c(C2=O)c(OC)ccc3)C(=O)COC(=O)CCCC)O[C@@H]([C@H]1O)C,NonHepatotoxicity
OC(=O)[C@@H](N(Cc1ccc(cc1)c1c(cccc1)c1n[nH]nn1)C(=O)CCCC)C(C)C,Hepatotoxicity
Clc1c2Oc3c(O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H]([C@@H](O)[C@@](N)(C4)C)C)CO)c4Oc5c(Cl)cc([C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)c(c3)c4)c1cc(c2c([C@H](NC6=O)C(=O)O)cc(O)cc2O)c(O)cc1)cc5,NonHepatotoxicity
S(=O)(=O)(N1CCN(CC1)CC)c1cc(c(OCC)cc1)c1[nH]n2c(nc(c2c(=O)n1)C)CCC,Hepatotoxicity
N1C[C@H]2C[C@H](c3c2cc2nccnc2c3)C1,NonHepatotoxicity
O([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@H](OC(=O)C)[C@@H](N3CCCCC3)C4)C)CC2)C[C@@H]1[N+]1(CCCCC1)C)C)C(=O)C,NonHepatotoxicity
OC1([C@@H](CN(C)C)c2ccc(OC)cc2)CCCCC1,Hepatotoxicity
O(c1cc([C@@](C(C)C)(CCCN(CCc2cc(OC)c(OC)cc2)C)C#N)ccc1OC)C,Hepatotoxicity
O(C(=O)[C@H]1[C@@]2(C(=CC=C1C(=O)OC)C1=N/C/2=C\c2[nH]c(c(c2C)CCC(=O)OC)/C=C/2\N=C(/C=c/3\[nH]/c(=C\1)/c(c3C=C)C)C(=C2CCC(=O)O)C)C)C,Hepatotoxicity
O=C(N1CCN(CC1)c1cc2CCC(=O)Nc2cc1)c1cc(OC)c(OC)cc1,Hepatotoxicity
O1[C@@H](n2c3ncnc(N)c3nc2)[C@@H](O)[C@H](O)[C@H]1CO,Hepatotoxicity
OC(=O)CC[C@H](N)C=C,Hepatotoxicity
O([C@@H]1[C@]2([C@@H]3N(CC[C@@]43[C@@H](N(c3c4cc(c(OC)c3)[C@]3(C[C@@H]4C[C@](O)(CN(C4)CCc4c3[nH]c3c4cccc3)CC)C(=O)OC)C)[C@@]1(O)C(=O)OC)CC=C2)CC)C(=O)C,Hepatotoxicity
O([C@@H]1[C@]2([C@@H]3N(CC[C@@]43[C@@H](N(c3c4cc(c(OC)c3)[C@]3(C[C@H]4C[C@](O)(CN(C4)CCc4c3[nH]c3c4cccc3)CC)C(=O)OC)C=O)[C@@]1(O)C(=O)OC)CC=C2)CC)C(=O)C,Hepatotoxicity
O([C@@H]1[C@]2([C@@H]3N(CC[C@@]43[C@@H](N(c3c4cc(c(OC)c3)[C@]3(C[C@H]4CN(Cc5c3[nH]c3c5cccc3)CC(=C4)CC)C(=O)OC)C)[C@@]1(O)C(=O)OC)CC=C2)CC)C(=O)C,Hepatotoxicity
OC/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C,Hepatotoxicity
O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@]([C@H](CC3)[C@@H](CCCC(C)C)C)(CCC2)C)/C(=C)CC1,NonHepatotoxicity
O[C@@]1(C[C@H](NC(CO)CO)[C@H](O)[C@@H](O)[C@@H]1O)CO,Hepatotoxicity
Fc1c([C@](O)([C@@H](C)c2ncncc2F)Cn2ncnc2)ccc(F)c1,Hepatotoxicity
o1c(O)c([C@@H](CC(=O)C)c2ccccc2)c(=O)c2c1cccc2,Hepatotoxicity
s1nc(C2=CCCN(C2)C)c(OCCCCCC)n1,Hepatotoxicity
O1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C1,NonHepatotoxicity
O=C(N(c1cc(c2n3ncc(c3ncc2)C#N)ccc1)CC)C,NonHepatotoxicity
O1[C@H]([C@H](NC(=O)C)[C@@H](N=C(N)N)C=C1C(=O)O)[C@H](O)[C@H](O)CO,NonHepatotoxicity
S(CC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](N)CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)Cc1ccc(O)cc1)CC(=O)O)CSSC[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC3=O)[C@H](O)C)CO)CSSC2)CCCNC(=N)N)CO)CCCCN)C(=O)N)CCCCN)CCCCN)C)CCCCN)CO)CCCNC(=N)N)CC(C)C)C,Hepatotoxicity
s1c([C@H](N(O)C(=O)N)C)cc2c1cccc2,Hepatotoxicity
Clc1c(CCN2CCN(CC2)c2nsc3c2cccc3)cc2c(NC(=O)C2)c1,Hepatotoxicity
S([C@H]1C[C@H](N(C1)C(=O)[C@@H](CSC(=O)c1ccccc1)C)C(=O)O)c1ccccc1,Hepatotoxicity
O1C[C@@H](NC1=O)Cc1cc2c(CCN(C)C)c[nH]c2cc1,NonHepatotoxicity
O=C(N(C)C)Cc1n2c(nc1c1ccc(cc1)C)ccc(c2)C,Hepatotoxicity
S(=O)(=O)(N)Cc1noc2c1cccc2,Hepatotoxicity
Clc1ccc(N2[C@H](OC(=O)N3CCN(CC3)C)c3nccnc3C2=O)nc1,NonHepatotoxicity
N1=CN(c2nc(nc(c21)NC1CC1)N)[C@@H]1C[C@@H](C=C1)CO,Hepatotoxicity
S(=O)(=O)(CCCNC(=O)C)O,NonHepatotoxicity
Oc1ccc(cc1)NC(=O)C,Hepatotoxicity
O=C([C@@H](NC(=O)C)CS)O,NonHepatotoxicity
O(c1c(c(c(c(c1)C)C=CC(=CC=CC(=CC(=O)O)C)C)C)C)C,Hepatotoxicity
N1(c2c(cc(c(n2)N2CC3[C@@H](C3C2)NC(=O)[C@@H](NC(=O)[C@H](C)N)C)F)C(=O)C(=C1)C(=O)O)c1ccc(cc1F)F,Hepatotoxicity
N1c2c(cc(cc2)SCCC)N=C1NC(=O)OC,Hepatotoxicity
N1=NN(C(=O)N1CCN1CCC(CC1)(COC)N(c1ccccc1)C(=O)CC)CC,NonHepatotoxicity
S1c2ccccc2N(c2c1cccc2)CC(C)CN(C)C,NonHepatotoxicity
N1=CNC(=O)C2=C1NN=C2,Hepatotoxicity
NC(Cc1ccccc1)C,Hepatotoxicity
n1c(c(nc(c1N)C(=O)NC(=N)N)Cl)N,Hepatotoxicity
OC(=O)CCCCCN,NonHepatotoxicity
N1C(=O)CCC(C1=O)(c1ccc(cc1)N)CC,NonHepatotoxicity
N(CCC=C1c2c(cccc2)CCc2ccccc21)(C)C,Hepatotoxicity
N1C(=C(C(c2ccccc2Cl)C(=C1COCCN)C(=O)OCC)C(=O)OC)C,Hepatotoxicity
N([C@@H]1C(=O)N2C1SC([C@H]2C(=O)O)(C)C)C(=O)[C@@H](c1ccc(cc1)O)N,Hepatotoxicity
N[C@H](c1ccccc1)C(=O)N[C@H]1C2N(C1=O)[C@@H](C(S2)(C)C)C(=O)O,NonHepatotoxicity
O1C(=O)[C@@H](C2CC[C@@H](C3[C@@]24C1O[C@](CC3)(OO4)C)C)C,Hepatotoxicity
OC(=O)CCC(=O)O[C@@H]1[C@H](C2CC[C@@H](C3[C@@]24C(O1)O[C@@](CC3)(OO4)C)C)C,Hepatotoxicity
O=C(c1c(cccc1)OC(=O)C)O,Hepatotoxicity
O(c1ccc(cc1)CC(=O)N)CC(CNC(C)C)O,Hepatotoxicity
O(c1c(cccc1)C)[C@@H](c1ccccc1)CCNC,Hepatotoxicity
N1(C(=C(C(=C1c1ccc(cc1)F)c1ccccc1)C(=O)Nc1ccccc1)C(C)C)CC[C@H](C[C@H](CC(=O)O)O)O,Hepatotoxicity
OC(=O)CCCCCCCC(=O)O,NonHepatotoxicity
N1=C(c2ccccc2C(=O)N1C1CCCN(CC1)C)Cc1ccc(cc1)Cl,NonHepatotoxicity
O([C@@H]1C([C@H](O[C@H]2C[C@]([C@@H](O)[C@@H](O2)C)(OC)C)[C@H](C(=O)O[C@@H]([C@@](C)(O)[C@H]([C@H](N(C[C@@H](C[C@]1(C)O)C)C)C)O)CC)C)C)[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O,Hepatotoxicity
OCc1ccccc1,NonHepatotoxicity
O(c1c(ccc(c1)C(CNC(C)(C)C)O)OC(=O)c1ccc(cc1)C)C(=O)c1ccc(cc1)C,NonHepatotoxicity
N([C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O)C(=O)c1nccnc1,Hepatotoxicity
O1[C@]2([C@@]3(C(C4C([C@@]5(C(=CC(=O)C=C5)CC4)C)[C@H](C3)O)C[C@H]2OC1CCC)C)C(=O)CO,NonHepatotoxicity
Oc1ccc2c(c1)[C@]13[C@@]([C@@H](C2)N(CC3)CC2CCC2)(CCCC1)O,Hepatotoxicity
Nc1ccc(cc1)C(=O)OCCCC,NonHepatotoxicity
O[C@@H](C1CC1)C=C[C@H](C1[C@@]2(C(C(=CC=C3C(=C)[C@H](C[C@@H](C3)O)O)CCC2)CC1)C)C,NonHepatotoxicity
N([C@@H]1C(=O)N2C1SCC(=C2C(=O)O)Cl)C(=O)[C@@H](c1ccccc1)N,Hepatotoxicity
N12C([C@@H](C2=O)NC(=O)[C@@H](c2ccc(cc2)O)N)SCC(=C1C(=O)O)C,Hepatotoxicity
N([C@@H]1C(=O)N2C1SCC(=C2C(=O)O)CSC1=NN=C(S1)C)C(=O)CN1C=NN=N1,Hepatotoxicity
N1=C(SC=C1C(=NOC)C(=O)N[C@@H]1C(=O)N2C1SCC(=C2C(=O)O)C[N+]1(CCCC1)C)N,Hepatotoxicity
N([C@@H]1C(=O)N2C1SCC(=C2C(=O)O)CSC1=NC(=O)C(=O)NN1C)C(=O)C(=NOC)C1=CSC(=N1)N,Hepatotoxicity
N([C@@H]1C(=O)N2C1SCC(=C2C(=O)O)COC(=O)N)C(=O)C(=NOC)C1=CC=CO1,Hepatotoxicity
S(=O)(=O)(c1ccc(cc1)N1N=C(C=C1c1ccc(cc1)C)C(F)(F)F)N,Hepatotoxicity
Fc1ccc(cc1)c1c(c(nc(c1C=C[C@@H](O)C[C@@H](CC(=O)O)O)C(C)C)C(C)C)COC,Hepatotoxicity
ClC(=C(c1ccc(cc1)OC)c1ccc(cc1)OC)c1ccc(cc1)OC,NonHepatotoxicity
[N+]1([C@H](c2cc(c(cc2CC1)OC)OC)Cc1cc(c(cc1)OC)OC)(CCC(=O)OCCCCCOC(=O)CC[N+]1([C@H](c2c(cc(c(c2)OC)OC)CC1)Cc1ccc(c(c1)OC)OC)C)C,NonHepatotoxicity
n1c(nc2c(c1N)N=CN2C1CC(C(O1)CO)O)Cl,NonHepatotoxicity
O([C@H]1[C@](C[C@H](C(=O)[C@@H]([C@H]([C@](C)(O)[C@@H](OC(=O)[C@H]([C@@H]([C@@H]1C)OC1CC(C(O)C(O1)C)(OC)C)C)CC)O)C)C)(OC)C)C1C(C(CC(O1)C)N(C)C)O,Hepatotoxicity
OC(c1ccccc1)(c1ccccc1)C(=O)OC1C[N+]2(CCC1CC2)C,NonHepatotoxicity
O1[C@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)C(C)Cl)[C@H]([C@H](O)[C@@H]([C@@H]1SC)O)O,Hepatotoxicity
OC(c1ccccc1)(c1ccccc1Cl)CCN(C)C,NonHepatotoxicity
N1=C(c2c(ccc(c2)N(=O)=O)NC(=O)C1)c1ccccc1Cl,NonHepatotoxicity
N1([C@@H](c2ccccc2Cl)C(=O)OC)CC2=C(CC1)SC=C2,NonHepatotoxicity
N1=C(c2c(ccc(c2)Cl)NC(=O)C1C(=O)O)c1ccccc1,NonHepatotoxicity
O(C1CC2CCC(C1C(=O)OC)N2C)C(=O)c1ccccc1,Hepatotoxicity
S(=O)(=O)(c1ccc(cc1)N)c1ccc(cc1)N,Hepatotoxicity
NC(=O)[C@]([C@H]1CN(CCc2cc3c(cc2)OCC3)CC1)(c1ccccc1)c1ccccc1,NonHepatotoxicity
O1C2OC[C@H](C2CC1)OC(=O)N[C@@H]([C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(cc1)N)Cc1ccccc1,Hepatotoxicity
O=C1[C@@]2(C(C3C([C@@]4(C(=CC3)C[C@@H](O)CC4)C)CC2)CC1)C,Hepatotoxicity
N(C(=O)[C@H](C(C)(C)CO)O)CCCO,NonHepatotoxicity
S(=O)(=O)(c1cc(c(c(c1)S(=O)(=O)N)Cl)Cl)N,NonHepatotoxicity
N12C([C@@H](C2=O)NC(=O)C2=C(ON=C2c2c(cccc2Cl)Cl)C)SC([C@H]1C(=O)O)(C)C,Hepatotoxicity
N1(C2=C(C(=O)NC=N2)N=C1)[C@@H]1O[C@H](CO)CC1,Hepatotoxicity
O1C(O[C@H]2[C@H](CC(O[C@@H]3CC4CCC5[C@@]6([C@]([C@@H](C7=CC(=O)OC7)CC6)(CCC5[C@]4(CC3)C)C)O)O[C@H]2C)O)C[C@@H]([C@@H]([C@H]1C)OC1O[C@H](C)[C@@H]([C@@H](C1)O)O)O,NonHepatotoxicity
N12[C@@](C3N(CCC3)C(=O)[C@@H]1Cc1ccccc1)(O[C@](C2=O)(NC(=O)[C@@H]1CC2c3c4c(ccc3)NC=C4CC2N(C1)C)C)O,NonHepatotoxicity
N1(c2c(cccc2)S[C@@H](c2ccc(cc2)OC)[C@@H](C1=O)OC(=O)C)CCN(C)C,Hepatotoxicity
O(C(C)(C)C)C(=O)N[C@H](c1ccccc1)[C@@H](C(=O)O[C@H]1C[C@@]2([C@@](C(=C1C)[C@H](C(=O)[C@@]1([C@H](C[C@H]3[C@@](C1[C@@H]2OC(=O)c1ccccc1)(OC(=O)C)CO3)O)C)O)(C)C)O)O,Hepatotoxicity
N12CC(=O)C3C[C@@H]2C[C@@H](OC(=O)C2=CNc4c2cccc4)CC1C3,NonHepatotoxicity
O1[C@@H](C)[C@H]([C@H](C[C@H]1O[C@@H]1c2c(c3c(c(c2C[C@](C1)(C(=O)CO)O)O)C(=O)c1c(c(ccc1)OC)C3=O)O)N)O,Hepatotoxicity
O[C@]12C([C@H](C(=C(C2=O)C(=O)N)O)N(C)C)[C@H](C2[C@H](c3c(c(ccc3)O)C(=O)C2=C1O)C)O,Hepatotoxicity
O1c2c(c(cc(c2)CCCCC)O)C2C(C1(C)C)CCC(=C2)C,NonHepatotoxicity
N1(c2ccccc2NC1=O)C1=CCN(CC1)CCCC(=O)c1ccc(cc1)F,NonHepatotoxicity
O(c1cccc2ccccc12)[C@H](C1=CC=CS1)CCNC,Hepatotoxicity
O1[C@@](c2cc(ccc2NC1=O)Cl)(C#CC1CC1)[C@](F)(F)F,Hepatotoxicity
N1([C@@H](CCC1)C(=O)O)C(=O)[C@H](N[C@H](CCc1ccccc1)C(=O)OCC)C,Hepatotoxicity
O([C@@H]1O[C@H](C[C@H]([C@@H]1O)N(C)C)C)[C@@H]1[C@@H](C)[C@H](O[C@H]2C[C@]([C@@H](O)[C@@H](O2)C)(OC)C)[C@H](C(=O)O[C@@H]([C@@](C)(O)[C@H]([C@H](C(=O)[C@@H](C[C@]1(C)O)C)C)O)CC)C,Hepatotoxicity
O1[C@](c2c(cc(cc2)C#N)C1)(c1ccc(cc1)F)CCCN(C)C,Hepatotoxicity
N([C@@H](CC)CO)CCN[C@@H](CC)CO,Hepatotoxicity
N1(c2ccc(cc2)F)[C@@H](c2ccc(cc2)O)[C@@H](C1=O)CC[C@H](c1ccc(cc1)F)O,Hepatotoxicity
N1C(=C(C(c2cccc(c2Cl)Cl)C(=C1C)C(=O)OC)C(=O)OCC)C,Hepatotoxicity
O(c1cc(c(cc1)OCC(F)(F)F)C(=O)NCC1CCCCN1)CC(F)(F)F,NonHepatotoxicity
F[C@]12[C@@]3(C(=CC(=O)C=C3)[C@@H](CC1C1CC[C@]([C@]1(C[C@H]2O)C)(C(=O)C)O)C)C,NonHepatotoxicity
N1C(=O)C(=CNC1=O)F,Hepatotoxicity
N(=O)(=O)c1c(cc(cc1)NC(=O)C(C)C)C(F)(F)F,Hepatotoxicity
O=C(C[C@H](C[C@H](C=CC1=C(c2c(cccc2)N1C(C)C)c1ccc(cc1)F)O)O)O,Hepatotoxicity
N1(C2=C(NCC1CNc1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=NC2=O)N)C=O,NonHepatotoxicity
OC(c1ccc(c(c1)NC=O)O)CNC(Cc1ccc(cc1)OC)C,NonHepatotoxicity
N1C(c2ccccc2)(c2ccccc2)C(=O)N(C1=O)COP(=O)(O)O,NonHepatotoxicity
O=C(CC1(CN)CCCCC1)O,Hepatotoxicity
N1(c2c(c(c(cc2C(=O)C(=C1)C(=O)O)F)N1CC(NCC1)C)OC)C1CC1,Hepatotoxicity
O=CCCCC=O,NonHepatotoxicity
O=C1CC[C@@]2(C(=C1)CCC1[C@]2([C@H](C[C@@]2(C1C[C@H]1[C@@]2(OC(O1)(C)C)C(=O)CCl)C)O)F)C,NonHepatotoxicity
Clc1c(cc(c(c1)OCC#CI)Cl)Cl,NonHepatotoxicity
O1[C@@H]([C@H]([C@@H](O)[C@@H]([C@@H]1OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc1cc(c2c(c1)O[C@@H](c1ccc(c(c1)O)OC)CC2=O)O)O)O)O)O)O)C,NonHepatotoxicity
[N+]1(CCN(CC(c2ccccc2)(C2CCCCC2)O)CC1)(C)C,NonHepatotoxicity
n1cc2ccccc2c(n1)NN,Hepatotoxicity
N1c2cc(c(cc2S(=O)(=O)NC1)S(=O)(=O)N)Cl,Hepatotoxicity
O1[C@H]2[C@]34c5c(ccc(c51)O)C[C@@H](C3CCC2=O)N(C)CC4,NonHepatotoxicity
n1ccc(c2ccc(cc21)Cl)NC(CCCN(CC)CCO)C,Hepatotoxicity
O([C@H]1CC2N(C)C(C1)CC2)C(=O)[C@@H](c1ccccc1)CO,NonHepatotoxicity
